,model,age,engineSize,price,Automatic,Manual,Semi-Auto,Diesel,Petrol
526, Fabia,1,1.0,12998,0,1,0,0,1
527, Superb,3,1.6,12698,0,1,0,1,0
528, Yeti Outdoor,3,1.2,13298,0,0,1,0,1
529, Kodiaq,3,2.0,19640,0,1,0,1,0
530, Yeti Outdoor,3,2.0,11795,0,1,0,1,0
531, Fabia,1,1.0,12798,0,1,0,0,1
532, Fabia,2,1.0,10998,0,1,0,0,1
533, Rapid,2,1.0,8950,0,1,0,0,1
534, Citigo,7,1.0,3995,0,1,0,0,1
535, Superb,3,2.0,18950,0,0,1,1,0
536, Yeti Outdoor,3,2.0,11291,0,1,0,1,0
537, Octavia,2,1.6,13150,0,1,0,1,0
538, Superb,1,1.5,17891,1,0,0,0,1
539, Superb,1,2.0,22491,1,0,0,1,0
540, Superb,1,2.0,23491,1,0,0,1,0
541, Fabia,3,1.2,10491,0,1,0,0,1
542, Fabia,3,1.0,9650,0,1,0,0,1
543, Kodiaq,2,2.0,23991,1,0,0,1,0
544, Octavia,1,1.6,13798,0,1,0,1,0
545, Octavia,1,1.6,13998,0,1,0,1,0
546, Fabia,1,1.0,9498,0,1,0,0,1
547, Fabia,1,1.0,12498,0,1,0,0,1
548, Fabia,1,1.0,12650,0,1,0,0,1
549, Citigo,3,1.0,6791,0,1,0,0,1
550, Citigo,3,1.0,6791,0,1,0,0,1
551, Citigo,3,1.0,6791,0,1,0,0,1
552, Yeti,5,2.0,10000,0,1,0,1,0
553, Octavia,2,1.6,11898,0,1,0,1,0
554, Fabia,2,1.0,8498,0,1,0,0,1
555, Octavia,2,1.6,11998,0,1,0,1,0
556, Scala,1,1.0,16491,0,1,0,0,1
557, Octavia,1,2.0,17991,1,0,0,1,0
558, Fabia,1,1.0,11250,0,1,0,0,1
559, Kodiaq,1,1.5,26991,1,0,0,0,1
560, Fabia,1,1.0,13298,0,1,0,0,1
561, Superb,1,1.5,20698,0,0,1,0,1
562, Superb,1,2.0,17998,0,1,0,1,0
563, Yeti,6,1.6,5998,0,1,0,1,0
564, Karoq,1,2.0,18685,0,1,0,1,0
565, Octavia,1,1.5,15671,0,1,0,0,1
566, Scala,1,1.0,16491,0,1,0,0,1
567, Yeti Outdoor,3,1.2,12991,0,1,0,0,1
568, Fabia,3,1.2,8291,0,1,0,0,1
569, Kodiaq,3,1.4,17750,0,1,0,0,1
570, Kodiaq,3,2.0,22491,1,0,0,0,1
571, Fabia,4,1.4,7991,0,1,0,1,0
572, Fabia,3,1.0,10350,0,1,0,0,1
573, Fabia,2,1.0,10991,0,1,0,0,1
574, Superb,1,1.5,19991,1,0,0,0,1
575, Fabia,1,1.0,12991,0,1,0,0,1
576, Kamiq,1,1.0,17150,0,1,0,0,1
577, Octavia,1,2.0,23416,0,0,1,0,1
578, Octavia,3,1.5,13491,0,1,0,0,1
579, Fabia,3,1.4,8359,0,1,0,1,0
580, Scala,1,1.0,20495,0,0,1,0,1
581, Kodiaq,1,2.0,28998,1,0,0,1,0
582, Kodiaq,1,2.0,32498,1,0,0,1,0
583, Fabia,3,1.0,6498,0,1,0,0,1
584, Superb,3,1.6,14698,0,1,0,1,0
585, Yeti Outdoor,3,1.2,15498,0,0,1,0,1
586, Yeti,4,1.2,10350,0,1,0,0,1
587, Citigo,3,1.0,5275,0,1,0,0,1
588, Octavia,3,1.0,9350,0,1,0,0,1
589, Karoq,1,2.0,17985,0,1,0,1,0
590, Fabia,1,1.0,12455,0,1,0,0,1
591, Fabia,1,1.0,11685,0,1,0,0,1
592, Kamiq,1,1.0,16985,0,1,0,0,1
593, Fabia,1,1.0,12685,0,1,0,0,1
594, Octavia,3,1.0,12985,0,0,1,0,1
595, Kodiaq,3,1.4,18545,1,0,0,0,1
596, Scala,1,1.0,17995,1,0,0,0,1
597, Octavia,1,2.0,21298,0,0,1,1,0
598, Octavia,1,2.0,20298,0,0,1,1,0
599, Octavia,1,2.0,19998,0,0,1,1,0
600, Kodiaq,1,1.5,21798,1,0,0,0,1
601, Kodiaq,1,2.0,25998,0,1,0,1,0
602, Octavia,1,2.0,23998,0,0,1,0,1
603, Octavia,5,2.0,12798,0,1,0,1,0
604, Octavia,1,1.0,11991,0,1,0,0,1
605, Octavia,1,2.0,16491,1,0,0,0,1
606, Yeti Outdoor,3,2.0,12298,0,1,0,1,0
607, Citigo,3,1.0,6895,0,1,0,0,1
608, Fabia,5,1.2,7500,0,1,0,0,1
609, Karoq,2,1.5,18990,1,0,0,0,1
610, Citigo,3,1.0,6871,0,1,0,0,1
611, Octavia,5,2.0,12695,0,1,0,1,0
612, Octavia,3,1.4,11300,0,0,1,0,1
613, Fabia,1,1.0,12698,0,1,0,0,1
614, Kodiaq,1,1.5,21798,1,0,0,0,1
615, Octavia,1,1.0,13398,0,1,0,0,1
616, Fabia,1,1.0,8898,0,1,0,0,1
617, Octavia,1,1.6,13498,0,0,1,1,0
618, Superb,1,1.5,17498,0,0,1,0,1
619, Octavia,1,1.6,14898,0,0,1,1,0
620, Octavia,1,2.0,19698,0,0,1,0,1
621, Kodiaq,1,1.5,25998,1,0,0,0,1
622, Superb,1,1.5,19998,0,0,1,0,1
623, Fabia,1,1.0,12998,0,1,0,0,1
624, Octavia,1,2.0,22698,0,0,1,1,0
625, Superb,1,2.0,18698,0,0,1,1,0
626, Fabia,1,1.0,14298,0,1,0,0,1
627, Karoq,1,2.0,24491,1,0,0,1,0
628, Superb,0,1.5,21991,0,0,1,0,1
629, Kamiq,0,1.5,20991,0,1,0,0,1
630, Superb,0,2.0,30991,0,0,1,0,1
631, Scala,0,1.0,15991,0,1,0,0,1
632, Scala,0,1.0,18750,0,1,0,0,1
633, Octavia,3,2.0,15991,0,0,1,0,1
634, Superb,1,2.0,25991,1,0,0,1,0
635, Kodiaq,1,2.0,22998,0,1,0,1,0
636, Octavia,2,1.6,12198,0,1,0,1,0
637, Superb,4,1.6,10298,0,1,0,1,0
638, Kodiaq,3,2.0,19998,1,0,0,1,0
639, Octavia,3,1.4,10798,0,1,0,0,1
640, Octavia,3,1.0,10998,0,0,1,0,1
641, Fabia,4,1.4,7990,0,1,0,1,0
642, Fabia,6,1.2,5495,0,1,0,1,0
643, Citigo,2,1.0,6995,0,1,0,0,1
644, Octavia,2,1.0,12495,0,1,0,0,1
645, Yeti Outdoor,4,1.2,10995,0,1,0,0,1
646, Fabia,2,1.0,8295,0,1,0,0,1
647, Fabia,1,1.0,15995,0,1,0,0,1
648, Fabia,1,1.0,9995,0,1,0,0,1
649, Octavia,4,1.4,10998,0,1,0,0,1
650, Superb,1,1.5,19798,0,0,1,0,1
651, Scala,1,1.0,14798,0,1,0,0,1
652, Fabia,3,1.0,6698,0,1,0,0,1
653, Superb,4,2.0,16998,0,1,0,1,0
654, Superb,2,1.5,18698,0,1,0,0,1
655, Karoq,2,1.6,17298,0,1,0,1,0
656, Kodiaq,1,1.5,21798,1,0,0,0,1
657, Superb,1,2.0,23995,1,0,0,1,0
658, Superb,1,2.0,23495,1,0,0,1,0
659, Superb,1,2.0,24495,0,0,1,1,0
660, Superb,1,2.0,23995,1,0,0,1,0
661, Octavia,1,1.0,13398,0,1,0,0,1
662, Fabia,1,1.0,8898,0,1,0,0,1
663, Octavia,1,1.6,12998,0,1,0,1,0
664, Octavia,1,1.6,13798,0,0,1,1,0
665, Octavia,1,1.0,13398,0,1,0,0,1
666, Octavia,1,1.6,12998,0,1,0,1,0
667, Octavia,1,1.0,13898,0,0,1,0,1
668, Octavia,5,2.0,12498,0,1,0,1,0
669, Kamiq,1,1.0,20495,0,1,0,0,1
670, Fabia,1,1.0,13995,0,1,0,0,1
671, Citigo,4,1.0,11485,0,1,0,0,1
672, Superb,4,2.0,11998,0,1,0,1,0
673, Fabia,3,1.2,9030,0,1,0,0,1
674, Citigo,2,1.0,7190,0,1,0,0,1
675, Octavia,1,1.6,15324,0,1,0,1,0
676, Karoq,1,1.5,22812,1,0,0,0,1
677, Superb,1,1.5,17221,1,0,0,0,1
678, Kodiaq,1,2.0,25995,0,1,0,1,0
679, Kamiq,1,1.5,20390,0,0,1,0,1
680, Octavia,3,2.0,15620,0,0,1,1,0
681, Scala,1,1.0,14928,0,1,0,0,1
682, Kodiaq,1,2.0,31958,1,0,0,1,0
683, Octavia,1,2.0,20749,0,1,0,0,1
684, Yeti Outdoor,3,1.2,13999,0,1,0,0,1
685, Citigo,3,1.0,6795,0,1,0,0,1
686, Rapid,3,1.4,8995,0,1,0,1,0
687, Octavia,2,2.0,18995,0,1,0,0,1
688, Fabia,4,1.0,5700,0,1,0,0,1
689, Fabia,4,1.0,6200,0,1,0,0,1
690, Citigo,4,1.0,5995,0,1,0,0,1
691, Rapid,3,1.4,9445,0,0,1,1,0
692, Karoq,2,1.6,17245,0,1,0,1,0
693, Fabia,1,1.0,13695,0,1,0,0,1
694, Octavia,1,1.6,16995,0,1,0,1,0
695, Octavia,1,2.0,20995,0,1,0,1,0
696, Fabia,3,1.0,6495,0,1,0,0,1
697, Superb,0,2.0,25895,1,0,0,1,0
698, Fabia,3,1.0,6395,0,1,0,0,1
699, Superb,3,2.0,16995,0,1,0,1,0
700, Yeti Outdoor,4,2.0,11495,0,1,0,1,0
701, Octavia,2,1.6,12995,0,1,0,1,0
702, Octavia,4,2.0,14995,0,1,0,1,0
703, Superb,4,2.0,17395,0,1,0,1,0
704, Superb,3,2.0,14295,0,0,1,1,0
705, Citigo,3,1.0,6595,0,1,0,0,1
706, Karoq,1,1.0,18995,0,1,0,0,1
707, Superb,1,2.0,21445,0,0,1,1,0
708, Rapid,2,1.0,9895,0,1,0,0,1
709, Octavia,1,1.6,13995,0,1,0,1,0
710, Superb,1,2.0,21495,0,1,0,1,0
711, Scala,1,1.0,15795,0,1,0,0,1
712, Octavia,1,2.0,21995,0,1,0,1,0
713, Karoq,1,1.5,20445,0,1,0,0,1
714, Fabia,1,1.0,15995,0,1,0,0,1
715, Fabia,1,1.0,11995,0,1,0,0,1
716, Octavia,1,1.6,16995,0,1,0,1,0
717, Superb,1,1.5,19995,1,0,0,0,1
718, Octavia,4,1.6,8795,0,1,0,1,0
719, Fabia,2,1.0,6995,0,1,0,0,1
720, Fabia,2,1.0,6995,0,1,0,0,1
721, Fabia,2,1.0,7990,0,1,0,0,1
722, Fabia,2,1.0,6770,0,1,0,0,1
723, Octavia,1,1.5,14495,0,1,0,0,1
724, Rapid,2,1.0,9895,0,1,0,0,1
725, Octavia,3,1.0,9695,0,1,0,0,1
726, Octavia,1,1.6,14555,0,1,0,1,0
727, Yeti Outdoor,4,1.2,9445,0,1,0,0,1
728, Citigo,4,1.0,5695,0,1,0,0,1
729, Fabia,4,1.0,6445,0,1,0,0,1
730, Fabia,4,1.0,6245,0,1,0,0,1
731, Fabia,4,1.0,6595,0,1,0,0,1
732, Superb,1,2.0,20995,0,1,0,1,0
733, Fabia,4,1.2,7995,0,1,0,0,1
734, Octavia,3,1.4,9495,0,1,0,0,1
735, Citigo,4,1.0,6250,0,1,0,0,1
736, Citigo,4,1.0,6750,0,1,0,0,1
737, Fabia,3,1.0,5750,0,1,0,0,1
738, Octavia,3,2.0,13850,0,1,0,1,0
739, Fabia,2,1.0,8515,0,1,0,0,1
740, Fabia,1,1.0,8469,0,1,0,0,1
741, Octavia,1,1.6,14150,0,1,0,1,0
742, Superb,3,2.0,16000,0,0,1,1,0
743, Octavia,1,1.5,15495,0,1,0,0,1
744, Superb,1,1.5,21645,0,1,0,0,1
745, Octavia,1,1.5,15495,0,1,0,0,1
746, Yeti Outdoor,3,2.0,11995,0,1,0,1,0
747, Citigo,3,1.0,6395,0,1,0,0,1
748, Fabia,3,1.0,6345,0,1,0,0,1
749, Superb,3,2.0,13498,0,0,1,1,0
750, Octavia,3,1.4,12998,0,0,1,0,1
751, Superb,4,2.0,14498,0,0,1,1,0
752, Fabia,4,1.2,8498,0,1,0,0,1
753, Octavia,6,1.6,8998,0,1,0,1,0
754, Yeti Outdoor,3,1.2,14188,0,0,1,0,1
755, Fabia,4,1.2,8579,0,1,0,0,1
756, Superb,4,1.6,10798,0,1,0,1,0
757, Octavia,2,1.6,12998,0,1,0,1,0
758, Yeti Outdoor,3,1.2,12295,0,0,1,0,1
759, Citigo,7,1.0,4495,0,1,0,0,1
760, Fabia,3,1.0,8495,0,1,0,0,1
761, Kodiaq,3,2.0,15998,0,1,0,1,0
762, Superb,2,1.6,13298,0,0,1,1,0
763, Yeti Outdoor,3,1.2,12298,0,0,1,0,1
764, Octavia,3,2.0,15995,0,0,1,1,0
765, Superb,1,2.0,17698,0,1,0,1,0
766, Octavia,1,1.6,13998,0,1,0,1,0
767, Roomster,7,1.2,5495,0,1,0,0,1
768, Superb,1,2.0,18995,0,0,1,1,0
769, Fabia,2,1.0,7995,0,1,0,0,1
770, Fabia,2,1.0,7995,0,1,0,0,1
771, Fabia,2,1.0,7495,0,1,0,0,1
772, Superb,2,1.5,19995,0,0,1,0,1
773, Fabia,4,1.0,6495,0,1,0,0,1
774, Octavia,7,2.0,6995,0,0,1,1,0
775, Fabia,4,1.0,6495,0,1,0,0,1
776, Fabia,3,1.0,5995,0,1,0,0,1
777, Superb,3,2.0,18495,0,1,0,1,0
778, Karoq,2,1.6,17245,0,1,0,1,0
779, Citigo,4,1.0,5945,0,1,0,0,1
780, Superb,3,2.0,14495,0,0,1,1,0
781, Kodiaq,2,2.0,20995,0,1,0,1,0
782, Superb,3,2.0,14195,0,1,0,1,0
783, Superb,1,1.5,21495,1,0,0,0,1
784, Superb,1,2.0,31490,1,0,0,1,0
785, Kamiq,0,1.0,17495,0,1,0,0,1
786, Octavia,3,2.0,10995,0,1,0,1,0
787, Karoq,2,1.0,16985,0,1,0,0,1
788, Octavia,1,1.0,15995,0,1,0,0,1
789, Fabia,2,1.0,6995,0,1,0,0,1
790, Fabia,2,1.0,6995,0,1,0,0,1
791, Fabia,2,1.0,6995,0,1,0,0,1
792, Fabia,2,1.0,6995,0,1,0,0,1
793, Superb,3,1.6,13490,0,1,0,1,0
794, Karoq,2,1.0,15995,0,1,0,0,1
795, Fabia,2,1.0,7495,0,1,0,0,1
796, Fabia,2,1.0,6495,0,1,0,0,1
797, Octavia,3,1.6,9990,0,1,0,1,0
798, Octavia,3,1.4,10990,0,0,1,0,1
799, Superb,4,2.0,15995,0,0,1,1,0
800, Fabia,3,1.2,9495,0,1,0,0,1
801, Rapid,4,1.2,6995,0,1,0,0,1
802, Octavia,3,1.4,12995,0,1,0,0,1
803, Fabia,4,1.2,8695,0,1,0,0,1
804, Citigo,4,1.0,5995,0,1,0,0,1
805, Citigo,4,1.0,6295,0,1,0,0,1
806, Fabia,3,1.2,8985,0,1,0,0,1
807, Citigo,6,1.0,4999,0,1,0,0,1
808, Superb,4,2.0,19995,0,0,1,0,1
809, Fabia,3,1.2,9495,0,1,0,0,1
810, Octavia,1,1.0,13995,0,1,0,0,1
811, Kodiaq,1,2.0,24995,1,0,0,1,0
812, Kodiaq,1,2.0,31995,1,0,0,0,1
813, Kodiaq,1,2.0,28621,1,0,0,1,0
814, Octavia,3,1.0,10519,0,1,0,0,1
815, Yeti Outdoor,3,1.2,15098,0,0,1,0,1
816, Fabia,4,1.0,5297,0,1,0,0,1
817, Fabia,2,1.0,8780,0,1,0,0,1
818, Kamiq,1,1.0,21995,0,0,1,0,1
819, Superb,1,1.6,22688,0,0,1,1,0
820, Fabia,3,1.0,9338,0,1,0,0,1
821, Fabia,1,1.0,13995,0,1,0,0,1
822, Octavia,4,1.6,10962,0,0,1,1,0
823, Fabia,1,1.0,8490,0,1,0,0,1
824, Octavia,1,1.6,13990,0,1,0,1,0
825, Octavia,3,2.0,16695,0,0,1,1,0
826, Octavia,1,1.5,14995,0,1,0,0,1
827, Superb,1,2.0,16990,0,0,1,1,0
828, Octavia,1,1.0,12990,0,1,0,0,1
829, Octavia,1,1.6,12490,0,1,0,1,0
830, Roomster,7,1.2,5495,0,1,0,0,1
831, Citigo,5,1.0,5990,0,1,0,0,1
832, Fabia,2,1.0,6490,0,1,0,0,1
833, Fabia,4,1.2,8250,0,1,0,0,1
834, Yeti Outdoor,4,1.2,9350,0,1,0,0,1
835, Rapid,4,1.2,8295,0,1,0,0,1
836, Kodiaq,3,2.0,19790,0,1,0,1,0
837, Kodiaq,3,1.4,22490,1,0,0,0,1
838, Superb,4,1.6,10990,0,1,0,1,0
839, Superb,3,1.6,12490,0,0,1,1,0
840, Citigo,3,1.0,6390,0,1,0,0,1
841, Karoq,1,2.0,18490,0,1,0,1,0
842, Octavia,3,1.6,10975,0,0,1,1,0
843, Superb,3,2.0,14490,0,1,0,1,0
844, Octavia,3,1.4,10990,0,1,0,0,1
845, Fabia,4,1.2,8498,0,1,0,0,1
846, Fabia,3,1.2,8498,0,1,0,0,1
847, Superb,4,2.0,12498,0,1,0,1,0
848, Superb,4,2.0,12490,0,0,1,1,0
849, Fabia,2,1.0,7995,0,1,0,0,1
850, Karoq,2,1.0,16985,0,1,0,0,1
851, Fabia,2,1.0,6495,0,1,0,0,1
852, Octavia,3,2.0,12498,0,0,1,1,0
853, Karoq,1,1.6,19063,0,1,0,1,0
854, Scala,1,1.0,15312,0,1,0,0,1
855, Fabia,1,1.0,11802,0,1,0,0,1
856, Rapid,3,1.2,8406,0,1,0,0,1
857, Superb,1,2.0,19192,1,0,0,1,0
858, Superb,1,1.5,19295,1,0,0,0,1
859, Kamiq,0,1.0,17495,0,1,0,0,1
860, Superb,0,2.0,26995,0,0,1,1,0
861, Fabia,2,1.0,7995,0,1,0,0,1
862, Fabia,2,1.0,7995,0,1,0,0,1
863, Fabia,2,1.0,7990,0,1,0,0,1
864, Fabia,2,1.0,7990,0,1,0,0,1
865, Fabia,2,1.0,7990,0,1,0,0,1
866, Superb,1,2.0,28490,1,0,0,1,0
867, Citigo,4,1.0,5990,0,1,0,0,1
868, Fabia,1,1.0,8490,0,1,0,0,1
869, Fabia,2,1.0,6995,0,1,0,0,1
870, Fabia,2,1.0,6495,0,1,0,0,1
871, Superb,4,2.0,13490,0,1,0,1,0
872, Fabia,2,1.0,6495,0,1,0,0,1
873, Fabia,2,1.0,6990,0,1,0,0,1
874, Octavia,4,1.6,10490,0,1,0,1,0
875, Scala,1,1.0,16995,0,1,0,0,1
876, Octavia,1,1.6,17795,0,1,0,1,0
877, Karoq,2,1.5,18995,0,1,0,0,1
878, Fabia,2,1.0,10795,0,1,0,0,1
879, Yeti Outdoor,3,2.0,11495,0,1,0,1,0
880, Octavia,0,1.6,20995,0,0,1,1,0
881, Scala,0,1.6,17995,0,0,1,1,0
882, Superb,0,2.0,28495,0,0,1,1,0
883, Karoq,0,1.0,17995,0,1,0,0,1
884, Superb,0,1.6,20995,0,0,1,1,0
885, Octavia,0,2.0,27450,0,0,1,0,1
886, Citigo,6,1.0,5995,0,1,0,0,1
887, Kamiq,1,1.0,19895,0,1,0,0,1
888, Superb,2,2.0,16195,0,1,0,1,0
889, Octavia,3,1.6,9895,0,1,0,1,0
890, Kodiaq,0,2.0,33395,1,0,0,1,0
891, Fabia,2,1.0,10895,0,0,1,0,1
892, Octavia,1,1.6,14995,0,1,0,1,0
893, Superb,1,2.0,19995,0,1,0,1,0
894, Octavia,1,1.6,14995,0,1,0,1,0
895, Fabia,1,1.0,9995,0,1,0,0,1
896, Superb,1,2.0,32990,1,0,0,1,0
897, Superb,1,2.0,17995,0,1,0,1,0
898, Citigo,6,1.0,4490,0,1,0,0,1
899, Rapid,3,1.2,8290,0,1,0,0,1
900, Superb,3,1.6,13490,0,1,0,1,0
901, Karoq,2,2.0,19495,0,1,0,0,1
902, Fabia,3,1.0,9795,0,1,0,0,1
903, Octavia,3,1.4,12795,0,1,0,0,1
904, Fabia,3,1.2,6595,0,1,0,0,1
905, Yeti,4,1.2,11995,0,0,1,0,1
906, Fabia,3,1.0,9495,0,1,0,0,1
907, Kodiaq,1,2.0,34995,1,0,0,1,0
908, Octavia,2,2.0,17995,0,0,1,1,0
909, Octavia,1,2.0,19995,1,0,0,0,1
910, Kodiaq,2,1.4,20795,0,1,0,0,1
911, Octavia,4,2.0,11695,0,1,0,1,0
912, Fabia,1,1.0,13495,0,1,0,0,1
913, Octavia,1,1.5,18495,0,1,0,0,1
914, Kodiaq,0,2.0,25995,0,0,1,1,0
915, Fabia,0,1.0,12995,0,1,0,0,1
916, Kamiq,0,1.0,17495,0,1,0,0,1
917, Kamiq,0,1.0,17495,0,1,0,0,1
918, Kamiq,0,1.0,17495,0,1,0,0,1
919, Octavia,3,1.6,10990,0,1,0,1,0
920, Superb,1,1.5,16990,0,1,0,0,1
921, Octavia,1,1.6,17990,0,1,0,1,0
922, Kamiq,1,1.0,18990,0,1,0,0,1
923, Octavia,0,1.5,17990,0,1,0,0,1
924, Superb,0,1.6,23290,0,0,1,1,0
925, Scala,0,1.0,15490,0,1,0,0,1
926, Kodiaq,3,2.0,10250,0,1,0,1,0
927, Octavia,2,1.6,12998,0,1,0,1,0
928, Citigo,4,1.0,7695,1,0,0,0,1
929, Octavia,4,2.0,10995,0,1,0,1,0
930, Octavia,2,1.6,13498,0,1,0,1,0
931, Superb,2,2.0,31950,1,0,0,1,0
932, Octavia,5,2.0,10995,0,1,0,1,0
933, Octavia,2,1.5,13995,0,0,1,0,1
934, Fabia,6,1.2,4995,0,1,0,0,1
935, Fabia,4,1.2,8995,0,1,0,0,1
936, Fabia,3,1.0,6495,0,1,0,0,1
937, Fabia,2,1.0,7998,0,1,0,0,1
938, Octavia,2,1.6,11998,0,1,0,1,0
939, Kodiaq,2,1.4,23898,1,0,0,0,1
940, Superb,1,1.5,20995,1,0,0,0,1
941, Fabia,1,1.0,14295,0,1,0,0,1
942, Superb,2,1.4,18495,0,1,0,0,1
943, Fabia,1,1.0,10495,0,1,0,0,1
944, Karoq,2,1.0,17695,1,0,0,0,1
945, Octavia,4,1.6,10895,1,0,0,1,0
946, Fabia,3,1.0,6995,0,1,0,0,1
947, Yeti Outdoor,4,2.0,12995,0,0,1,1,0
948, Yeti Outdoor,3,2.0,13390,0,1,0,1,0
949, Superb,2,2.0,19490,0,1,0,1,0
950, Octavia,1,1.6,15495,0,1,0,1,0
951, Fabia,2,1.0,7990,0,1,0,0,1
952, Fabia,2,1.0,7990,0,1,0,0,1
953, Fabia,2,1.0,7990,0,1,0,0,1
954, Octavia,1,2.0,18495,0,1,0,0,1
955, Fabia,1,1.0,9995,0,1,0,0,1
956, Fabia,1,1.0,9995,0,1,0,0,1
957, Yeti,4,1.2,12695,0,0,1,0,1
958, Fabia,3,1.2,9495,0,1,0,0,1
959, Octavia,3,2.0,16495,0,1,0,1,0
960, Citigo,6,1.0,4690,0,1,0,0,1
961, Rapid,2,1.0,8990,0,1,0,0,1
962, Rapid,3,1.2,8690,0,1,0,0,1
963, Fabia,2,1.0,6790,0,1,0,0,1
964, Octavia,3,1.4,12495,0,1,0,0,1
965, Octavia,3,1.4,10995,0,1,0,0,1
966, Superb,2,1.4,17790,1,0,0,0,1
967, Kodiaq,1,2.0,24990,1,0,0,1,0
968, Scala,1,1.6,16490,1,0,0,1,0
969, Kodiaq,1,2.0,28990,0,1,0,1,0
970, Superb,1,2.0,21495,1,0,0,1,0
971, Octavia,1,1.0,13490,1,0,0,0,1
972, Octavia,1,1.5,13890,0,1,0,0,1
973, Fabia,3,1.0,8990,0,1,0,0,1
974, Superb,1,2.0,22990,1,0,0,1,0
975, Superb,1,2.0,27490,1,0,0,0,1
976, Yeti,6,1.2,10995,0,0,1,0,1
977, Karoq,1,1.5,22995,1,0,0,0,1
978, Fabia,4,1.2,8995,0,1,0,0,1
979, Citigo,4,1.0,6990,1,0,0,0,1
980, Superb,2,2.0,20990,0,0,1,0,1
981, Citigo,3,1.0,6890,0,1,0,0,1
982, Octavia,4,1.4,10490,0,1,0,0,1
983, Octavia,2,1.5,13750,0,1,0,0,1
984, Citigo,2,1.0,7995,0,1,0,0,1
985, Fabia,4,1.2,7495,0,1,0,0,1
986, Fabia,4,1.2,9495,0,1,0,0,1
987, Yeti Outdoor,3,1.2,12995,0,0,1,0,1
988, Superb,3,2.0,17695,0,1,0,1,0
989, Citigo,4,1.0,6995,0,1,0,0,1
990, Citigo,3,1.0,8495,0,1,0,0,1
991, Yeti Outdoor,6,2.0,7170,0,1,0,1,0
992, Octavia,1,2.0,19490,0,1,0,1,0
993, Fabia,1,1.0,13990,0,1,0,0,1
994, Octavia,1,2.0,21990,0,0,1,1,0
995, Scala,1,1.0,15490,0,1,0,0,1
996, Superb,1,2.0,29990,0,0,1,0,1
997, Fabia,1,1.0,12990,0,1,0,0,1
998, Citigo,2,1.0,7995,0,1,0,0,1
999, Superb,1,2.0,29990,0,0,1,1,0
1000, Octavia,1,1.6,15795,0,0,1,1,0
1001, Scala,1,1.0,15995,0,1,0,0,1
1002, Fabia,4,1.2,11695,0,0,1,0,1
1003, Yeti Outdoor,3,1.2,12795,0,0,1,0,1
1004, Octavia,1,1.6,15495,0,1,0,1,0
1005, Superb,3,1.4,12995,0,1,0,0,1
1006, Fabia,4,1.4,9495,0,1,0,1,0
1007, Fabia,1,1.0,13995,0,1,0,0,1
1008, Fabia,3,1.0,7995,0,1,0,0,1
1009, Karoq,2,1.5,17995,0,1,0,0,1
1010, Citigo,2,1.0,7995,0,1,0,0,1
1011, Superb,3,2.0,17360,0,0,1,0,1
1012, Superb,4,2.0,17698,0,0,1,1,0
1013, Yeti Outdoor,4,1.2,11725,0,1,0,0,1
1014, Octavia,1,1.6,13498,0,0,1,1,0
1015, Karoq,2,1.5,19490,1,0,0,0,1
1016, Karoq,2,1.5,15490,0,1,0,0,1
1017, Fabia,3,1.0,11490,0,0,1,0,1
1018, Kodiaq,1,2.0,27850,0,1,0,1,0
1019, Citigo,3,1.0,5990,0,1,0,0,1
1020, Fabia,3,1.0,9750,0,1,0,0,1
1021, Kodiaq,1,2.0,27490,0,1,0,1,0
1022, Superb,1,2.0,18598,0,1,0,1,0
1023, Octavia,2,1.6,12698,0,1,0,1,0
1024, Fabia,1,1.0,13998,0,1,0,0,1
1025, Octavia,2,1.5,12795,0,1,0,0,1
1026, Octavia,1,1.5,16150,1,0,0,0,1
1027, Kodiaq,3,1.4,19990,0,0,1,0,1
1028, Fabia,3,1.2,7490,0,1,0,0,1
1029, Octavia,2,1.5,12490,0,0,1,0,1
1030, Fabia,1,1.0,12590,0,1,0,0,1
1031, Octavia,1,2.0,16750,1,0,0,1,0
1032, Fabia,1,1.0,12790,0,1,0,0,1
1033, Fabia,3,1.2,7795,0,1,0,0,1
1034, Fabia,1,1.0,16995,0,1,0,0,1
1035, Citigo,1,1.0,10995,0,1,0,0,1
1036, Kodiaq,1,2.0,31795,1,0,0,1,0
1037, Kamiq,1,1.0,19995,0,1,0,0,1
1038, Karoq,2,1.0,19495,1,0,0,0,1
1039, Superb,2,1.6,15298,0,1,0,1,0
1040, Fabia,2,1.0,11330,0,1,0,0,1
1041, Octavia,3,1.6,10500,0,1,0,1,0
1042, Citigo,4,1.0,5730,0,1,0,0,1
1043, Citigo,3,1.0,6607,0,1,0,0,1
1044, Octavia,6,2.0,9000,0,0,1,1,0
1045, Octavia,4,1.6,8000,0,1,0,1,0
1046, Yeti Outdoor,3,1.2,14000,0,0,1,0,1
1047, Fabia,7,1.6,4950,0,1,0,1,0
1048, Fabia,1,1.0,10995,0,1,0,0,1
1049, Fabia,1,1.0,11495,0,1,0,0,1
1050, Citigo,2,1.0,7990,0,1,0,0,1
1051, Yeti Outdoor,3,2.0,11998,0,1,0,1,0
1052, Octavia,6,2.0,7498,0,1,0,1,0
1053, Superb,3,1.6,11998,0,1,0,1,0
1054, Superb,1,1.5,19998,0,0,1,0,1
1055, Octavia,5,2.0,11790,0,1,0,1,0
